Municipality,MinTimeToNearestStation,FloorPlan,Area,BuildingYear,Structure,Year,Renovation,TradePrice
Kita Ward,4.0,2LDK,60,1981.0,RC,2018,Not yet,20000000
Kita Ward,6.0,1K,25,2006.0,RC,2018,Not yet,24000000
Kita Ward,3.0,1K,35,2008.0,RC,2018,Not yet,30000000
Kita Ward,3.0,1LDK,45,2008.0,RC,2018,Not yet,28000000
Kita Ward,6.0,1K,25,2006.0,RC,2017,Done,17000000
Kita Ward,3.0,3LDK,75,2004.0,RC,2017,Not yet,42000000
Kita Ward,3.0,2LDK,50,2010.0,RC,2017,Not yet,29000000
Kita Ward,3.0,3LDK,65,2004.0,SRC,2017,Done,35000000
Kita Ward,5.0,1DK,25,2016.0,RC,2017,Done,27000000
Kita Ward,3.0,3LDK,65,2013.0,RC,2017,Not yet,40000000
Kita Ward,1.0,1K,25,1987.0,RC,2017,Not yet,11000000
Kita Ward,3.0,2LDK,60,2014.0,SRC,2016,Done,37000000
Kita Ward,2.0,2LDK,60,2014.0,SRC,2016,Done,34000000
Kita Ward,4.0,2LDK,55,2000.0,RC,2016,Not yet,30000000
Kita Ward,3.0,Open Floor,35,2008.0,RC,2015,Not yet,19000000
Kita Ward,1.0,1K,20,1987.0,RC,2015,Not yet,6200000
Kita Ward,3.0,3LDK,65,2004.0,RC,2015,Not yet,33000000
Kita Ward,3.0,3LDK,65,2004.0,RC,2015,Not yet,34000000
Kita Ward,2.0,2LDK,55,2013.0,RC,2015,Not yet,38000000
Kita Ward,2.0,2LDK,55,2013.0,RC,2014,Not yet,39000000
Kita Ward,1.0,1R,20,1987.0,RC,2014,Not yet,7400000
Kita Ward,2.0,3LDK,65,2000.0,SRC,2014,Not yet,30000000
Kita Ward,2.0,2DK,50,2013.0,RC,2014,Not yet,37000000
Kita Ward,3.0,1LDK,35,2008.0,RC,2014,Not yet,25000000
Kita Ward,2.0,3LDK,65,2013.0,RC,2014,Not yet,42000000
Kita Ward,1.0,1K,25,2013.0,RC,2014,Not yet,22000000
Kita Ward,1.0,1K,25,2013.0,RC,2014,Not yet,23000000
Kita Ward,3.0,1LDK,25,2005.0,SRC,2017,Not yet,25000000
Kita Ward,4.0,1K,15,2006.0,RC,2019,Not yet,18000000
Kita Ward,4.0,1K,20,2006.0,RC,2019,Not yet,20000000
Kita Ward,5.0,1K,25,2008.0,RC,2019,Not yet,25000000
Kita Ward,3.0,1K,25,2007.0,RC,2019,Not yet,24000000
Kita Ward,5.0,2LDK,65,2011.0,RC,2019,Not yet,50000000
Kita Ward,5.0,2LDK,50,2004.0,RC,2019,Not yet,39000000
Kita Ward,4.0,1K,15,2006.0,RC,2019,Not yet,17000000
Kita Ward,5.0,1K,25,2008.0,RC,2019,Not yet,20000000
Kita Ward,5.0,2LDK,70,2009.0,RC,2018,Not yet,45000000
Kita Ward,6.0,1K,25,2017.0,RC,2018,Not yet,32000000
Kita Ward,5.0,1K,25,2008.0,RC,2018,Not yet,23000000
Kita Ward,4.0,1K,15,2006.0,RC,2018,Not yet,20000000
Kita Ward,5.0,1K,20,2008.0,RC,2018,Done,21000000
Kita Ward,7.0,1K,20,2006.0,RC,2018,Not yet,20000000
Kita Ward,6.0,1K,25,2017.0,RC,2018,Not yet,27000000
Kita Ward,5.0,2DK,50,1992.0,RC,2018,Done,29000000
Kita Ward,4.0,1LDK,30,2012.0,RC,2018,Not yet,28000000
Kita Ward,5.0,1K,25,2008.0,RC,2017,Not yet,26000000
Kita Ward,2.0,2DK,50,2007.0,RC,2017,Not yet,35000000
Kita Ward,6.0,1K,25,2017.0,RC,2017,Not yet,30000000
Kita Ward,2.0,3LDK,85,1994.0,SRC,2017,Done,52000000
Kita Ward,4.0,2LDK,50,2006.0,RC,2017,Not yet,34000000
Kita Ward,2.0,1K,20,1996.0,SRC,2016,Not yet,9100000
Kita Ward,5.0,2LDK,50,2006.0,RC,2016,Not yet,36000000
Kita Ward,5.0,2DK,45,1992.0,RC,2016,Done,28000000
Kita Ward,4.0,1K,15,2006.0,RC,2016,Not yet,14000000
Kita Ward,5.0,1K,20,2009.0,RC,2016,Not yet,15000000
Kita Ward,5.0,3LDK,60,2011.0,RC,2016,Not yet,48000000
Kita Ward,2.0,3LDK,100,1996.0,SRC,2016,Done,58000000
Kita Ward,5.0,1K,20,1992.0,RC,2015,Not yet,10000000
Kita Ward,9.0,1K,25,2015.0,RC,2015,Not yet,29000000
Kita Ward,3.0,3LDK,55,1998.0,SRC,2015,Done,40000000
Kita Ward,5.0,1LDK,60,2004.0,RC,2015,Not yet,36000000
Kita Ward,7.0,1LDK,35,2007.0,RC,2015,Not yet,24000000
Kita Ward,3.0,3LDK,70,2002.0,SRC,2015,Not yet,43000000
Kita Ward,5.0,1DK,45,1992.0,RC,2015,Done,28000000
Kita Ward,10.0,1LDK,50,2014.0,RC,2015,Not yet,38000000
Kita Ward,4.0,2LDK,50,2006.0,RC,2015,Not yet,38000000
Kita Ward,5.0,1DK,20,1992.0,RC,2014,Not yet,12000000
Kita Ward,6.0,1LDK,60,2005.0,RC,2019,Not yet,40000000
Kita Ward,4.0,3LDK,70,2010.0,RC,2018,Not yet,51000000
Kita Ward,4.0,1K,25,2007.0,RC,2017,Not yet,19000000
Kita Ward,4.0,2LDK,55,2010.0,RC,2017,Not yet,44000000
Kita Ward,5.0,1DK,25,1984.0,RC,2016,Not yet,14000000
Kita Ward,4.0,2LDK,65,2010.0,RC,2016,Not yet,47000000
Kita Ward,4.0,1LDK,40,2007.0,RC,2016,Not yet,24000000
Kita Ward,11.0,1DK+S,40,1973.0,SRC,2016,Done,20000000
Kita Ward,4.0,3LDK,100,2010.0,RC,2015,Not yet,74000000
Kita Ward,6.0,2LDK,60,2005.0,RC,2015,Not yet,38000000
Kita Ward,4.0,3LDK,70,2010.0,RC,2015,Not yet,52000000
Kita Ward,4.0,2LDK,50,2007.0,RC,2015,Not yet,39000000
Kita Ward,9.0,1K,20,2014.0,RC,2014,Not yet,26000000
Kita Ward,9.0,1K,25,2014.0,RC,2014,Not yet,27000000
Kita Ward,9.0,1K,25,2014.0,RC,2014,Not yet,27000000
Kita Ward,6.0,2LDK,60,2005.0,RC,2014,Not yet,34000000
Kita Ward,8.0,3LDK,80,2006.0,RC,2014,Not yet,50000000
Kita Ward,5.0,2LDK,45,1997.0,SRC,2019,Not yet,26000000
Kita Ward,5.0,2LDK,45,1997.0,SRC,2019,Done,35000000
Kita Ward,5.0,1K,20,2006.0,RC,2019,Not yet,18000000
Kita Ward,5.0,1K,20,2006.0,RC,2018,Not yet,19000000
Kita Ward,2.0,2LDK,55,1999.0,SRC,2018,Not yet,35000000
Kita Ward,11.0,1K,15,1988.0,RC,2018,Not yet,2500000
Kita Ward,3.0,3LDK,60,1997.0,SRC,2017,Not yet,30000000
Kita Ward,11.0,1K,15,1988.0,RC,2017,Not yet,8600000
Kita Ward,2.0,1DK,35,1999.0,SRC,2017,Done,26000000
Kita Ward,3.0,3LDK,60,1997.0,SRC,2017,Not yet,30000000
Kita Ward,5.0,1K,20,2007.0,RC,2016,Not yet,18000000
Kita Ward,5.0,3LDK,70,1995.0,SRC,2016,Done,42000000
Kita Ward,5.0,1K,20,2006.0,RC,2016,Done,18000000
Kita Ward,5.0,1K,20,2006.0,RC,2016,Not yet,21000000
Kita Ward,5.0,1K,20,2006.0,RC,2016,Not yet,18000000
Kita Ward,2.0,2LDK,50,1999.0,SRC,2015,Not yet,25000000
Kita Ward,2.0,3LDK,65,1999.0,SRC,2015,Not yet,33000000
Kita Ward,5.0,1K,20,2006.0,RC,2015,Not yet,18000000
Kita Ward,5.0,3LDK,70,1997.0,SRC,2015,Not yet,28000000
Kita Ward,4.0,1K,25,2008.0,RC,2019,Not yet,21000000
Kita Ward,3.0,3LDK,60,2000.0,SRC,2019,Done,44000000
Kita Ward,3.0,2LDK,55,2006.0,RC,2019,Not yet,34000000
Kita Ward,3.0,2LDK,55,2000.0,SRC,2018,Done,42000000
Kita Ward,3.0,2LDK,55,2006.0,RC,2018,Not yet,38000000
Kita Ward,3.0,3LDK+S,85,2006.0,RC,2017,Not yet,55000000
Kita Ward,3.0,3LDK,80,2006.0,RC,2016,Not yet,53000000
Kita Ward,3.0,2LDK,55,2000.0,SRC,2014,Not yet,32000000
Kita Ward,5.0,1DK,35,1984.0,RC,2018,Done,23000000
Kita Ward,3.0,1LDK,55,2013.0,RC,2019,Not yet,53000000
Kita Ward,6.0,1K,20,2005.0,RC,2019,Not yet,22000000
Kita Ward,7.0,1K,25,2007.0,RC,2019,Not yet,24000000
Kita Ward,3.0,1K,20,2009.0,RC,2019,Not yet,20000000
Kita Ward,3.0,1K,20,2009.0,RC,2019,Not yet,22000000
Kita Ward,4.0,2DK,45,2006.0,RC,2019,Not yet,40000000
Kita Ward,5.0,2LDK,50,1997.0,SRC,2019,Done,44000000
Kita Ward,7.0,1K,25,2007.0,RC,2019,Not yet,23000000
Kita Ward,6.0,1K,20,2005.0,RC,2019,Not yet,15000000
Kita Ward,3.0,1K,20,2009.0,RC,2019,Not yet,21000000
Kita Ward,7.0,1LDK,30,2004.0,SRC,2019,Not yet,26000000
Kita Ward,4.0,1DK,35,1992.0,SRC,2019,Not yet,13000000
Kita Ward,5.0,1LDK,50,1996.0,SRC,2019,Not yet,29000000
Kita Ward,4.0,2LDK,45,2006.0,RC,2018,Not yet,33000000
Kita Ward,3.0,2LDK,55,2013.0,RC,2018,Not yet,50000000
Kita Ward,3.0,1K,20,1993.0,SRC,2018,Not yet,12000000
Kita Ward,3.0,3LDK,65,2013.0,RC,2018,Not yet,70000000
Kita Ward,10.0,2DK,55,1975.0,RC,2018,Not yet,24000000
Kita Ward,11.0,2DK,45,1973.0,SRC,2018,Done,25000000
Kita Ward,5.0,2LDK,50,1997.0,SRC,2018,Done,33000000
Kita Ward,6.0,1K,20,2014.0,RC,2018,Not yet,24000000
Kita Ward,3.0,1K,20,2009.0,RC,2018,Not yet,16000000
Kita Ward,3.0,2LDK,60,2013.0,RC,2018,Not yet,50000000
Kita Ward,7.0,1K,25,2007.0,RC,2018,Not yet,23000000
Kita Ward,3.0,1K,20,2009.0,RC,2018,Not yet,20000000
Kita Ward,7.0,1K,20,2005.0,RC,2018,Done,18000000
Kita Ward,6.0,1K,20,2005.0,RC,2018,Done,17000000
Kita Ward,3.0,2LDK,70,2013.0,RC,2018,Done,65000000
Kita Ward,6.0,3LDK,55,1996.0,SRC,2018,Done,44000000
Kita Ward,3.0,1K,20,2009.0,RC,2018,Not yet,20000000
Kita Ward,3.0,1K,20,2009.0,RC,2018,Not yet,21000000
Kita Ward,3.0,2LDK,65,2013.0,RC,2018,Not yet,54000000
Kita Ward,4.0,1LDK,35,1992.0,SRC,2018,Done,26000000
Kita Ward,5.0,1K,25,1989.0,RC,2018,Not yet,14000000
Kita Ward,7.0,1K,20,2005.0,RC,2018,Not yet,20000000
Kita Ward,7.0,1K,25,2017.0,RC,2018,Not yet,29000000
Kita Ward,7.0,1K,25,2017.0,RC,2018,Not yet,29000000
Kita Ward,3.0,1K,25,2009.0,RC,2018,Not yet,22000000
Kita Ward,3.0,1K,20,2009.0,RC,2018,Not yet,21000000
Kita Ward,11.0,3LDK,50,1973.0,SRC,2018,Not yet,18000000
Kita Ward,9.0,2DK,40,1987.0,RC,2018,Not yet,17000000
Kita Ward,7.0,1K,25,2017.0,RC,2018,Not yet,28000000
Kita Ward,5.0,3LDK,60,1997.0,SRC,2018,Done,39000000
Kita Ward,8.0,1K,25,2014.0,RC,2018,Not yet,19000000
Kita Ward,4.0,3LDK,70,1981.0,SRC,2018,Not yet,34000000
Kita Ward,3.0,1LDK,35,1993.0,SRC,2018,Not yet,21000000
Kita Ward,7.0,1K,20,2005.0,RC,2018,Not yet,17000000
Kita Ward,3.0,1K,20,2009.0,RC,2018,Done,19000000
Kita Ward,3.0,2LDK,60,2013.0,RC,2018,Not yet,52000000
Kita Ward,7.0,3LDK,75,2010.0,RC,2018,Not yet,54000000
Kita Ward,3.0,1K,25,2009.0,RC,2018,Not yet,20000000
Kita Ward,5.0,1DK,30,2007.0,RC,2018,Not yet,26000000
Kita Ward,9.0,3LDK,70,2013.0,RC,2018,Not yet,57000000
Kita Ward,9.0,2DK,40,1987.0,RC,2017,Done,20000000
Kita Ward,3.0,1K,25,2009.0,RC,2017,Not yet,19000000
Kita Ward,5.0,1K,25,2007.0,RC,2017,Not yet,20000000
Kita Ward,9.0,1DK,25,1987.0,RC,2017,Done,17000000
Kita Ward,4.0,1LDK,35,1981.0,SRC,2017,Not yet,18000000
Kita Ward,3.0,1K,25,2009.0,RC,2017,Not yet,20000000
Kita Ward,4.0,1K,20,2006.0,RC,2017,Not yet,18000000
Kita Ward,3.0,1K,20,2009.0,RC,2017,Not yet,24000000
Kita Ward,3.0,3DK,50,1987.0,SRC,2017,Done,31000000
Kita Ward,3.0,3LDK,65,2013.0,RC,2017,Not yet,57000000
Kita Ward,5.0,1K,25,2007.0,RC,2017,Not yet,20000000
Kita Ward,4.0,3LDK,70,1998.0,S,2017,Done,39000000
Kita Ward,4.0,1R,20,2006.0,RC,2017,Not yet,21000000
Kita Ward,3.0,1K,20,1993.0,SRC,2017,Done,18000000
Kita Ward,4.0,1LDK,35,1981.0,SRC,2017,Not yet,14000000
Kita Ward,7.0,1K,25,2004.0,SRC,2017,Not yet,18000000
Kita Ward,8.0,1K,25,2015.0,RC,2017,Not yet,26000000
Kita Ward,6.0,2LDK,50,1996.0,SRC,2017,Done,29000000
Kita Ward,8.0,3LDK,65,2005.0,RC,2017,Not yet,38000000
Kita Ward,4.0,1K,20,2009.0,RC,2017,Not yet,18000000
Kita Ward,8.0,1LDK,30,2004.0,SRC,2017,Not yet,22000000
Kita Ward,5.0,2DK,40,1989.0,RC,2017,Done,26000000
Kita Ward,4.0,1K,20,2009.0,RC,2017,Not yet,19000000
Kita Ward,5.0,1K,25,2015.0,RC,2016,Not yet,28000000
Kita Ward,9.0,2DK,40,1987.0,RC,2016,Not yet,14000000
Kita Ward,11.0,1K,40,1973.0,SRC,2016,Not yet,16000000
Kita Ward,11.0,3LDK,50,1973.0,SRC,2016,Not yet,28000000
Kita Ward,5.0,2DK,40,1989.0,RC,2016,Not yet,18000000
Kita Ward,9.0,1LDK+S,40,1987.0,RC,2016,Done,21000000
Kita Ward,3.0,1K,25,2010.0,RC,2016,Not yet,20000000
Kita Ward,4.0,1K,20,2009.0,RC,2016,Not yet,20000000
Kita Ward,4.0,1K,20,2006.0,RC,2016,Not yet,18000000
Kita Ward,5.0,1K,25,2015.0,RC,2016,Not yet,28000000
Kita Ward,5.0,1K,25,2015.0,RC,2016,Not yet,28000000
Kita Ward,3.0,1K,25,2010.0,RC,2016,Not yet,20000000
Kita Ward,8.0,3LDK,55,1995.0,RC,2016,Not yet,28000000
Kita Ward,5.0,1LDK,40,2012.0,RC,2016,Not yet,31000000
Kita Ward,4.0,2LDK+S,70,1998.0,S,2016,Not yet,28000000
Kita Ward,5.0,1K,25,2015.0,RC,2016,Not yet,28000000
Kita Ward,3.0,2LDK,60,2013.0,RC,2016,Not yet,43000000
Kita Ward,11.0,1LDK,40,1973.0,SRC,2016,Done,22000000
Kita Ward,4.0,2DK,35,1981.0,SRC,2016,Not yet,8000000
Kita Ward,11.0,2LDK,450,1973.0,SRC,2016,Not yet,16000000
Kita Ward,5.0,1LDK,40,2012.0,RC,2016,Not yet,29000000
Kita Ward,9.0,1LDK+S,40,1987.0,RC,2016,Not yet,12000000
Kita Ward,9.0,1LDK+S,40,1987.0,RC,2016,Not yet,12000000
Kita Ward,5.0,2LDK,50,1996.0,SRC,2016,Not yet,19000000
Kita Ward,8.0,1K,25,2015.0,RC,2016,Not yet,24000000
Kita Ward,10.0,2LDK,45,1975.0,RC,2016,Done,26000000
Kita Ward,3.0,1DK,20,2009.0,RC,2016,Not yet,21000000
Kita Ward,6.0,2DK,35,1981.0,SRC,2016,Not yet,14000000
Kita Ward,4.0,3LDK,60,1998.0,S,2015,Done,38000000
Kita Ward,8.0,1K,25,2015.0,RC,2015,Done,27000000
Kita Ward,8.0,1K,25,2015.0,RC,2015,Not yet,26000000
Kita Ward,6.0,1DK,20,1991.0,RC,2015,Not yet,6700000
Kita Ward,5.0,1K,25,2015.0,RC,2015,Not yet,29000000
Kita Ward,3.0,1K,15,1993.0,SRC,2015,Not yet,11000000
Kita Ward,8.0,2LDK,45,1973.0,SRC,2015,Done,22000000
Kita Ward,6.0,3DK,55,1996.0,SRC,2015,Not yet,33000000
Kita Ward,9.0,1DK,40,1987.0,RC,2015,Done,11000000
Kita Ward,9.0,1DK,40,1987.0,RC,2015,Not yet,11000000
Kita Ward,9.0,1DK,40,1987.0,RC,2015,Not yet,11000000
Kita Ward,7.0,1K,20,2005.0,RC,2015,Not yet,18000000
Kita Ward,5.0,1K,25,2015.0,RC,2015,Not yet,29000000
Kita Ward,5.0,1DK,25,2007.0,RC,2015,Not yet,17000000
Kita Ward,11.0,3LDK,50,1973.0,SRC,2015,Not yet,15000000
Kita Ward,11.0,2LDK,40,1973.0,SRC,2015,Done,26000000
Kita Ward,7.0,1K,25,2007.0,RC,2015,Not yet,15000000
Kita Ward,9.0,2DK,40,1987.0,RC,2015,Not yet,17000000
Kita Ward,6.0,2LDK,50,2014.0,RC,2015,Done,39000000
Kita Ward,4.0,2DK,45,2006.0,RC,2015,Not yet,27000000
Kita Ward,6.0,2LDK,50,2014.0,RC,2015,Not yet,38000000
Kita Ward,4.0,1K,20,2009.0,RC,2014,Not yet,17000000
Kita Ward,4.0,1K,20,2006.0,RC,2014,Not yet,19000000
Kita Ward,6.0,1DK,20,2014.0,RC,2014,Not yet,21000000
Kita Ward,8.0,1K,25,2004.0,SRC,2014,Not yet,20000000
Kita Ward,11.0,2LDK,45,1973.0,SRC,2014,Done,21000000
Kita Ward,8.0,2LDK,50,1996.0,SRC,2014,Done,31000000
Kita Ward,8.0,2DK,35,2004.0,SRC,2014,Not yet,23000000
Kita Ward,4.0,1K,20,2009.0,RC,2014,Not yet,16000000
Kita Ward,10.0,2DK,45,1975.0,RC,2014,Done,18000000
Kita Ward,4.0,1K,20,2009.0,RC,2014,Not yet,17000000
Kita Ward,4.0,1K,20,2009.0,RC,2014,Not yet,1400000
Kita Ward,11.0,1K,25,2007.0,SRC,2019,Done,21000000
Kita Ward,9.0,1R,15,1993.0,RC,2018,Not yet,10000000
Kita Ward,9.0,1K,25,2009.0,RC,2018,Not yet,23000000
Kita Ward,9.0,2LDK,50,2009.0,RC,2018,Not yet,43000000
Kita Ward,9.0,1DK,30,2009.0,RC,2017,Done,28000000
Kita Ward,5.0,1K,20,1989.0,RC,2017,Not yet,9700000
Kita Ward,9.0,2LDK,50,2009.0,RC,2017,Not yet,37000000
Kita Ward,9.0,1DK,30,2009.0,RC,2017,Not yet,25000000
Kita Ward,9.0,1K,15,1993.0,RC,2016,Done,12000000
Kita Ward,9.0,1K,15,1993.0,RC,2016,Not yet,8900000
Kita Ward,9.0,1K,25,2009.0,RC,2016,Not yet,26000000
Kita Ward,9.0,1R,15,1993.0,RC,2015,Not yet,10000000
Kita Ward,6.0,2LDK,45,2010.0,RC,2015,Not yet,39000000
Kita Ward,9.0,1K,15,1993.0,RC,2014,Not yet,12000000
Kita Ward,4.0,2LDK,55,2000.0,SRC,2014,Not yet,36000000
Kita Ward,9.0,1DK,25,2009.0,RC,2019,Not yet,24000000
Kita Ward,8.0,1K,20,2008.0,RC,2019,Not yet,23000000
Kita Ward,8.0,1K,20,2007.0,RC,2019,Not yet,20000000
Kita Ward,8.0,1K,20,2007.0,RC,2019,Not yet,23000000
Kita Ward,9.0,3LDK,120,1989.0,RC,2019,Not yet,64000000
Kita Ward,9.0,1K,25,2009.0,RC,2019,Not yet,24000000
Kita Ward,9.0,1K,20,2007.0,RC,2019,Not yet,21000000
Kita Ward,8.0,1K,20,2007.0,RC,2019,Not yet,24000000
Kita Ward,9.0,1K,20,2007.0,RC,2019,Not yet,18000000
Kita Ward,8.0,1K,20,2007.0,RC,2018,Not yet,25000000
Kita Ward,8.0,2LDK,55,2016.0,RC,2018,Not yet,48000000
Kita Ward,3.0,1DK,30,2007.0,RC,2018,Not yet,27000000
Kita Ward,7.0,1K,20,2011.0,RC,2018,Not yet,23000000
Kita Ward,8.0,4LDK,75,1999.0,RC,2018,Not yet,55000000
Kita Ward,8.0,3LDK,65,1996.0,RC,2018,Done,47000000
Kita Ward,8.0,1K,25,2008.0,RC,2018,Not yet,23000000
Kita Ward,8.0,3LDK,85,1996.0,RC,2018,Done,58000000
Kita Ward,13.0,2LDK,55,1986.0,RC,2018,Done,36000000
Kita Ward,8.0,3LDK,65,1996.0,RC,2018,Not yet,44000000
Kita Ward,7.0,4LDK,105,2003.0,RC,2018,Not yet,80000000
Kita Ward,3.0,1DK,30,2007.0,RC,2018,Not yet,24000000
Kita Ward,7.0,3LDK,80,2003.0,RC,2017,Not yet,62000000
Kita Ward,9.0,2LDK,50,2009.0,RC,2017,Not yet,28000000
Kita Ward,9.0,1K,20,2007.0,RC,2017,Not yet,17000000
Kita Ward,2.0,3LDK,80,1985.0,RC,2017,Done,50000000
Kita Ward,8.0,3LDK,70,2016.0,RC,2017,Not yet,60000000
Kita Ward,4.0,2LDK,50,2013.0,RC,2017,Done,48000000
Kita Ward,3.0,2LDK,50,2013.0,RC,2017,Done,46000000
Kita Ward,7.0,2LDK,55,1986.0,RC,2017,Done,40000000
Kita Ward,13.0,3LDK,80,1986.0,RC,2016,Done,55000000
Kita Ward,9.0,1LDK+S,50,2009.0,RC,2016,Not yet,38000000
Kita Ward,10.0,3LDK,115,1989.0,RC,2016,Not yet,53000000
Kita Ward,8.0,3LDK,60,1999.0,RC,2016,Done,45000000
Kita Ward,3.0,3LDK,65,2013.0,RC,2016,Not yet,49000000
Kita Ward,7.0,2LDK,70,2003.0,RC,2016,Not yet,54000000
Kita Ward,8.0,1K,25,2008.0,RC,2016,Not yet,22000000
Kita Ward,9.0,1K,20,2007.0,RC,2016,Not yet,23000000
Kita Ward,13.0,3LDK,80,1986.0,RC,2016,Done,50000000
Kita Ward,3.0,2LDK,50,2013.0,RC,2015,Not yet,45000000
Kita Ward,3.0,1DK,30,2007.0,RC,2015,Not yet,24000000
Kita Ward,8.0,1K,25,2014.0,RC,2015,Not yet,27000000
Kita Ward,8.0,1K,20,2014.0,RC,2015,Not yet,25000000
Kita Ward,7.0,2LDK,55,1986.0,RC,2015,Done,36000000
Kita Ward,8.0,3LDK,60,1999.0,RC,2015,Not yet,43000000
Kita Ward,7.0,3LDK,115,2003.0,RC,2015,Not yet,95000000
Kita Ward,9.0,2LDK,100,1989.0,RC,2015,Not yet,41000000
Kita Ward,9.0,1K,20,2007.0,RC,2014,Done,20000000
Kita Ward,7.0,1K,20,2011.0,RC,2014,Not yet,19000000
Kita Ward,13.0,3LDK,65,1986.0,RC,2014,Not yet,44000000
Kita Ward,5.0,3LDK,65,1996.0,RC,2014,Not yet,38000000
Kita Ward,8.0,1K,25,2009.0,RC,2019,Not yet,24000000
Kita Ward,8.0,3LDK,65,2006.0,RC,2017,Not yet,39000000
Kita Ward,4.0,2DK,40,1997.0,SRC,2018,Not yet,37000000
Kita Ward,4.0,3LDK,65,1997.0,SRC,2018,Not yet,40000000
Kita Ward,4.0,3LDK,65,1997.0,SRC,2017,Not yet,37000000
Kita Ward,4.0,2LDK,60,1997.0,SRC,2016,Not yet,21000000
Kita Ward,9.0,1DK,50,1995.0,SRC,2019,Done,29000000
Kita Ward,5.0,2LDK,50,2003.0,SRC,2019,Done,35000000
Kita Ward,8.0,4LDK,80,2007.0,RC,2019,Not yet,52000000
Kita Ward,10.0,1K,20,2007.0,RC,2019,Not yet,20000000
Kita Ward,12.0,3LDK,65,2001.0,SRC,2019,Not yet,40000000
Kita Ward,9.0,1K,25,2010.0,RC,2019,Not yet,24000000
Kita Ward,9.0,2LDK,55,2010.0,RC,2018,Not yet,29000000
Kita Ward,8.0,1K,20,2010.0,RC,2018,Not yet,22000000
Kita Ward,8.0,2LDK,55,2007.0,RC,2018,Not yet,43000000
Kita Ward,9.0,3LDK,65,2013.0,RC,2018,Not yet,54000000
Kita Ward,9.0,3LDK,65,2013.0,RC,2018,Not yet,55000000
Kita Ward,10.0,1K,20,2007.0,RC,2018,Not yet,19000000
Kita Ward,12.0,2LDK,50,2011.0,RC,2018,Done,37000000
Kita Ward,12.0,2LDK,50,2011.0,RC,2018,Not yet,37000000
Kita Ward,10.0,1K,20,2007.0,RC,2018,Not yet,21000000
Kita Ward,9.0,1LDK,50,1995.0,SRC,2017,Not yet,30000000
Kita Ward,10.0,1LDK,30,1986.0,SRC,2017,Not yet,16000000
Kita Ward,7.0,3LDK,70,2003.0,RC,2016,Done,38000000
Kita Ward,12.0,2DK,50,2011.0,RC,2016,Not yet,34000000
Kita Ward,5.0,2DK,40,2003.0,SRC,2016,Done,25000000
Kita Ward,9.0,1R,15,1987.0,SRC,2016,Done,9200000
Kita Ward,10.0,1K,25,2012.0,RC,2016,Not yet,19000000
Kita Ward,8.0,2LDK,50,2007.0,RC,2015,Not yet,36000000
Kita Ward,8.0,3LDK,80,2007.0,RC,2015,Not yet,52000000
Kita Ward,8.0,1DK,35,1993.0,SRC,2015,Done,16000000
Kita Ward,12.0,3LDK,65,2001.0,SRC,2015,Not yet,32000000
Kita Ward,7.0,3LDK,70,2003.0,RC,2015,Done,45000000
Kita Ward,10.0,1K,20,2007.0,RC,2015,Not yet,23000000
Kita Ward,8.0,2LDK,80,2007.0,RC,2015,Not yet,50000000
Kita Ward,10.0,1K,25,2014.0,RC,2015,Not yet,26000000
Kita Ward,7.0,3LDK,75,2003.0,RC,2015,Not yet,41000000
Kita Ward,10.0,1LDK,25,2014.0,RC,2015,Not yet,25000000
Kita Ward,10.0,1K,25,2014.0,RC,2015,Not yet,23000000
Kita Ward,10.0,1DK,25,2015.0,RC,2014,Not yet,23000000
Kita Ward,10.0,1K,25,2014.0,RC,2014,Not yet,26000000
Kita Ward,10.0,1K,25,2015.0,RC,2014,Not yet,24000000
Kita Ward,11.0,1LDK,45,2014.0,RC,2014,Not yet,45000000
Kita Ward,11.0,1DK,30,2014.0,RC,2014,Not yet,31000000
Kita Ward,9.0,3LDK,65,2006.0,RC,2014,Not yet,34000000
Kita Ward,9.0,1K,20,2006.0,RC,2014,Not yet,14000000
Kita Ward,8.0,1K,15,1991.0,RC,2018,Not yet,1100000
Kita Ward,10.0,1K,15,1991.0,RC,2017,Not yet,5000000
Kita Ward,10.0,1K,15,1991.0,RC,2017,Not yet,4800000
Kita Ward,11.0,1LDK+S,60,1997.0,SRC,2016,Not yet,32000000
Kita Ward,8.0,1K,15,1991.0,RC,2015,Done,7800000
Kita Ward,8.0,1K,15,1991.0,RC,2014,Not yet,4100000
Kita Ward,21.0,3LDK,55,1980.0,SRC,2019,Done,30000000
Kita Ward,10.0,1K,20,2011.0,RC,2019,Not yet,21000000
Kita Ward,14.0,1K,20,2008.0,RC,2018,Not yet,22000000
Kita Ward,14.0,1K,25,2008.0,RC,2018,Not yet,24000000
Kita Ward,6.0,1LDK,40,1986.0,SRC,2018,Done,20000000
Kita Ward,14.0,1K,20,2008.0,RC,2018,Done,22000000
Kita Ward,20.0,3LDK,60,1983.0,SRC,2018,Done,22000000
Kita Ward,14.0,1K,15,1992.0,RC,2018,Not yet,6000000
Kita Ward,8.0,4LDK,85,1975.0,SRC,2018,Not yet,23000000
Kita Ward,9.0,3LDK,65,2004.0,RC,2018,Not yet,37000000
Kita Ward,10.0,1K,20,2011.0,RC,2017,Done,20000000
Kita Ward,10.0,1K,25,2010.0,RC,2017,Not yet,19000000
Kita Ward,9.0,2LDK,50,1985.0,SRC,2017,Done,31000000
